DATE,LATITUDE_A,LONGITUDE_A,ELEVATION_A,PRCP_A,SNWD_A,tmax_A,tmin_A,Tavg_A,LONGITUDE,LATITUDE,ELEVATION,TAVG
1980-02-12,63.88,77.52,128,0.0,0.0,2.2,-11.8,-4.800000000000001,78.733,63.933,63,-4.8
1980-02-14,63.88,77.52,128,0.0,0.0,0.0,-9.12,-4.56,78.733,63.933,63,-5.2
1980-02-15,63.88,77.52,128,0.0,0.0,-1.1,-3.44,-2.27,78.733,63.933,63,-4.0
1980-02-16,63.88,77.52,128,0.0,0.0,-1.1,-8.26,-4.68,78.733,63.933,63,-4.7
1980-02-18,63.88,77.52,128,0.0,0.0,3.361436597110755,-16.434213483146067,-6.6,78.733,63.933,63,-9.3
1980-02-19,63.88,77.52,128,0.0,0.0,0.0,-12.96,-6.48,78.733,63.933,63,-4.2
1980-02-20,63.88,77.52,128,3.0,0.0,-6.6,-12.6,-9.6,78.733,63.933,63,-7.8
1980-02-22,63.88,77.52,128,3.0,0.0,2.2,-9.46,-3.6300000000000003,78.733,63.933,63,-4.5
1980-02-25,63.88,77.52,128,20.0,0.0,5.5,-32.86,-13.68,78.733,63.933,63,-13.8
1980-02-26,63.88,77.52,128,0.0,0.0,-12.36,-15.48,-13.92,78.733,63.933,63,-14.2
1980-02-28,63.88,77.52,128,0.0,0.0,-5.038563402889245,-24.834213483146065,-15.0,78.733,63.933,63,-14.7
1980-02-29,63.88,77.52,128,0.0,0.0,-1.4385634028892458,-21.234213483146068,-11.4,78.733,63.933,63,-15.4
1980-03-02,63.88,77.52,128,0.0,0.0,-2.2,-10.32,-6.26,78.733,63.933,63,-7.0
1980-03-03,63.88,77.52,128,30.0,0.0,-4.4,-11.2,-7.8,78.733,63.933,63,-6.0
1980-03-04,63.88,77.52,128,30.0,0.0,0.0,-10.56,-5.28,78.733,63.933,63,-13.0
1980-03-06,63.88,77.52,128,30.0,0.0,7.7,-9.38,-0.8400000000000003,78.733,63.933,63,-2.2
1980-03-07,63.88,77.52,128,0.0,0.0,26.29,-31.81,-2.76,78.733,63.933,63,-4.2
1980-03-09,63.88,77.52,128,0.0,0.0,-0.5985634028892459,-20.394213483146068,-10.56,78.733,63.933,63,-10.7
1980-03-12,63.88,77.52,128,0.0,0.0,-1.7985634028892452,-21.594213483146067,-11.76,78.733,63.933,63,-10.2
1980-03-15,63.88,77.52,128,0.0,0.0,-8.319999999999999,-13.76,-11.04,78.733,63.933,63,-8.7
1980-03-17,63.88,77.52,128,0.0,0.0,3.3,-14.34,-5.52,78.733,63.933,63,-5.8
1980-03-19,63.88,77.52,128,0.0,0.0,5.5,-1.9,1.8,78.733,63.933,63,0.3
1980-03-20,63.88,77.52,128,0.0,0.0,-0.6799999999999999,-1.72,-1.2,78.733,63.933,63,0.0
1980-03-22,63.88,77.52,128,0.0,0.0,98.44,-1.72,48.36,78.733,63.933,63,1.3
1980-03-23,63.88,77.52,128,0.0,0.0,25.54,0.86,13.2,78.733,63.933,63,0.7
1980-03-24,63.88,77.52,128,0.0,0.0,7.7,-4.34,1.6800000000000002,78.733,63.933,63,2.0
1980-03-25,63.88,77.52,128,0.0,0.0,5.5,-8.379999999999999,-1.4399999999999995,78.733,63.933,63,-1.0
1980-03-27,63.88,77.52,128,0.0,0.0,6.6,-11.399999999999999,-2.3999999999999995,78.733,63.933,63,-0.6
1980-03-28,63.88,77.52,128,0.0,0.0,6.6,-4.3,-2.3999999999999995,78.733,63.933,63,0.4
1980-03-30,63.88,77.52,128,0.0,0.0,26.48,6.88,16.68,78.733,63.933,63,13.3
1980-04-01,63.88,77.52,128,0.0,0.0,13.2,4.3,8.75,78.733,63.933,63,3.7
1980-04-07,63.88,77.52,128,0.0,2.91,15.4,7.4,11.4,78.733,63.933,63,6.2
1980-04-08,63.88,77.52,128,0.0,0.0,20.041436597110753,0.24578651685393282,10.08,78.733,63.933,63,6.8
1980-04-09,63.88,77.52,128,0.0,0.0,16.5,-3.295650080256822,6.538563402889245,78.733,63.933,63,3.8
1980-04-14,63.88,77.52,128,0.0,3.35,17.12,6.88,12.0,78.733,63.933,63,7.4
1980-04-20,63.88,77.52,128,0.0,0.0,23.1,5.219999999999999,14.16,78.733,63.933,63,10.4
1980-04-22,63.88,77.52,128,0.0,0.0,25.561436597110756,5.765786516853932,15.6,78.733,63.933,63,13.0
1980-04-23,63.88,77.52,128,30.0,0.0,25.561436597110756,5.765786516853932,15.6,78.733,63.933,63,14.8
1980-04-27,63.88,77.52,128,30.0,0.0,23.1,5.16,14.13,78.733,63.933,63,12.4
1980-04-28,63.88,77.52,128,30.0,0.0,23.1,6.88,14.13,78.733,63.933,63,12.8
1980-04-30,63.88,77.52,128,30.0,0.0,25.3,7.74,16.52,78.733,63.933,63,12.7
1980-05-03,63.88,77.52,128,30.0,0.0,27.5,13.299999999999997,20.4,78.733,63.933,63,16.0
1980-05-04,63.88,77.52,128,30.0,0.0,68.16143659711076,48.36578651685394,58.2,78.733,63.933,63,19.8
1980-05-11,63.88,77.52,128,0.0,0.0,26.521436597110753,6.7257865168539315,16.56,78.733,63.933,63,14.0
1980-05-16,63.88,77.52,128,0.0,0.0,30.8,21.040000000000003,25.92,78.733,63.933,63,18.4
1980-05-28,63.88,77.52,128,0.0,3.9,45.41,7.8700000000000045,26.64,78.733,63.933,63,24.0
1980-06-01,63.88,77.52,128,0.0,0.0,33.0,10.32,21.66,78.733,63.933,63,22.2
1980-06-02,63.88,77.52,128,0.0,2.22,33.0,18.6,25.8,78.733,63.933,63,20.3
1980-06-07,63.88,77.52,128,0.0,0.0,43.561436597110756,23.765786516853936,33.6,78.733,63.933,63,24.6
1980-06-08,63.88,77.52,128,0.0,0.0,43.08143659711075,23.285786516853932,33.12,78.733,63.933,63,25.6
1980-06-09,63.88,77.52,128,0.0,0.0,44.040000000000006,15.48,29.760000000000005,78.733,63.933,63,25.7
1980-06-13,63.88,77.52,128,0.0,0.0,41.11,18.89,30.0,78.733,63.933,63,22.8
1980-06-14,63.88,77.52,128,0.0,0.0,43.20143659711076,23.405786516853937,33.24,78.733,63.933,63,26.0
1980-06-17,63.88,77.52,128,0.0,0.0,26.4,19.200000000000003,22.8,78.733,63.933,63,22.3
1980-06-18,63.88,77.52,128,0.0,0.0,35.881436597110756,16.085786516853936,25.92,78.733,63.933,63,21.6
1980-06-29,63.88,77.52,128,0.0,0.0,38.44,23.0,30.72,78.733,63.933,63,25.3
1980-06-30,63.88,77.52,128,0.0,0.0,47.9,37.4,42.65,78.733,63.933,63,25.6
1980-07-04,63.88,77.52,128,0.0,0.0,70.29,19.78,45.035000000000004,78.733,63.933,63,30.2
1980-07-05,63.88,77.52,128,0.0,0.0,41.8,19.78,30.79,78.733,63.933,63,31.0
1980-07-06,63.88,77.52,128,0.0,0.0,44.0,17.2,30.6,78.733,63.933,63,29.8
1980-07-08,63.88,77.52,128,0.0,0.0,43.67999999999999,20.64,32.16,78.733,63.933,63,28.2
1980-07-11,63.88,77.52,128,0.0,0.0,70.91,35.17,53.04,78.733,63.933,63,26.0
1980-07-14,63.88,77.52,128,0.0,0.0,49.08143659711075,29.285786516853932,39.12,78.733,63.933,63,28.6
1980-07-16,63.88,77.52,128,0.0,0.0,45.241436597110756,25.445786516853936,35.28,78.733,63.933,63,30.2
1980-07-22,63.88,77.52,128,0.0,0.0,41.8,33.08,37.44,78.733,63.933,63,27.2
1980-07-25,63.88,77.52,128,0.0,0.0,37.4,25.72,31.56,78.733,63.933,63,27.2
1980-07-26,63.88,77.52,128,0.0,0.0,42.84143659711076,23.045786516853937,32.88,78.733,63.933,63,27.3
1980-07-28,63.88,77.52,128,0.0,0.0,42.74,26.139999999999993,34.44,78.733,63.933,63,28.7
1980-07-29,63.88,77.52,128,0.0,0.0,39.6,20.879999999999995,30.24,78.733,63.933,63,26.8
1980-07-30,63.88,77.52,128,0.0,3.4,48.959999999999994,20.64,34.8,78.733,63.933,63,28.0
1980-07-31,63.88,77.52,128,0.0,0.0,40.9,21.5,31.2,78.733,63.933,63,28.0
1980-08-02,63.88,77.52,128,0.0,0.0,39.961436597110755,20.165786516853935,30.0,78.733,63.933,63,24.8
1980-08-03,63.88,77.52,128,0.0,0.0,39.961436597110755,15.48,30.0,78.733,63.933,63,27.3
1980-08-12,63.88,77.52,128,0.0,0.0,34.620000000000005,12.9,23.76,78.733,63.933,63,24.0
1980-08-15,63.88,77.52,128,0.0,0.0,37.20143659711076,17.40578651685393,27.24,78.733,63.933,63,25.6
1980-08-16,63.88,77.52,128,0.0,0.0,36.3,28.019999999999996,32.16,78.733,63.933,63,24.6
1980-08-18,63.88,77.52,128,0.0,2.28,112.04,41.8,76.92,78.733,63.933,63,27.5
1980-08-19,63.88,77.52,128,0.0,0.0,54.18,42.9,48.54,78.733,63.933,63,30.0
1980-08-22,63.88,77.52,128,0.0,0.0,30.8,8.6,19.7,78.733,63.933,63,20.2
1980-08-24,63.88,77.52,128,0.0,0.0,39.72143659711075,19.925786516853933,29.76,78.733,63.933,63,23.2
1980-08-25,63.88,77.52,128,0.0,0.0,39.6,12.04,25.82,78.733,63.933,63,24.5
1980-08-27,63.88,77.52,128,0.0,0.0,31.9,21.620000000000005,26.76,78.733,63.933,63,25.0
1980-08-28,63.88,77.52,128,0.0,0.0,28.6,17.72,23.16,78.733,63.933,63,21.0
1980-08-29,63.88,77.52,128,0.0,2.0,26.4,17.759999999999998,22.08,78.733,63.933,63,19.7
1980-08-31,63.88,77.52,128,0.0,0.0,25.3,5.16,15.23,78.733,63.933,63,14.5
1980-09-01,63.88,77.52,128,0.0,0.0,29.500000000000004,6.02,17.76,78.733,63.933,63,17.4
1980-09-06,63.88,77.52,128,0.0,0.0,27.5,18.1,22.8,78.733,63.933,63,20.6
1980-09-07,63.88,77.52,128,0.0,0.0,29.7,9.180000000000003,19.44,78.733,63.933,63,19.5
1980-09-09,63.88,77.52,128,0.0,2.28,28.321436597110754,8.525786516853932,18.36,78.733,63.933,63,18.0
1980-09-14,63.88,77.52,128,0.0,0.0,53.57,-24.29,14.64,78.733,63.933,63,16.8
1980-09-15,63.88,77.52,128,0.0,0.0,30.080000000000002,6.88,18.48,78.733,63.933,63,17.3
1980-09-16,63.88,77.52,128,0.0,0.0,31.9,12.259999999999998,22.08,78.733,63.933,63,20.0
1980-09-17,63.88,77.52,128,0.0,0.0,73.15,-17.230000000000004,27.96,78.733,63.933,63,25.2
